,Title,Author,Call_Number,Year,Type,Subject
1808," Por el Capitan Pedro Alegre. Con Dauit Duri, Maestre del nauio la Esperança de Gracia","Alegre, Pedro demandante",PORCONES/529(16),1635,Monographs,comercio
1809," Por Pedro de Sarria, y Iuan Perez de Lazcano, vezinos de Vitoria. Con Don Manuel de Villasante, arrendador de la renta de las lanas : Pedro de Sarria, y Iuan Perez de Lazcano tienen otorgadas en el año 1633 algunas escrituras en cantidad muy considerable, en que se obligan a pagar a Manuel Cortiços lo que han adeudado a la renta de lanas en moneda de plata doble","Pérez de Lazcano, Juan demandante",PORCONES/407(12),1635,Monographs,comercio
1810," Señor, pusieron en las Reales manos de V. Mag. los Libreros de Castilla, y Leon vna suplica, representando grãdes inconueniẽtes que se seguiã de auer grauado los libros con la nueua gauela que se les à impuesto. La Republica literaria, juntamente cõ los Libreros, é Impressores del Reyno de Granada, y Andaluzia se postran a los Reales pies con otra, pretendiendo los mismo","Morales, Ramón de (licenciado)",VE/182/4,1635,Monographs,comercio
1811," Cargos que el señor licenciado don Miguel de Luna y Arellano, del Consejo de su Magestad, y su Oydor en la Real Audiencia de la casa de la Cōtratacion de las Indias de esta Ciudad de Seuilla, juez para la visita del señor General, y ministros, y oficiales de la Real Armada de los Galeones, que este año vinieron de las Indias con la plata de su Magestad, e particulares, haze al señor don Antonio de Oquendo, Cauallero del abito de Santiago, del Consejo de Guerra de su Magestad, General de la dicha Real Armada, por lo que contra el resulta de la secreta informacion, e demas autos de la dicha visita, son los siguientes","Luna y Arellano, Miguel de",PORCONES/309(25),1635,Monographs,comercio
1812," Por el Capitan Bartolome de Monasterio. Con El Gouernador Francisco Nuñez Melian. Sobre La condenacion que se pretende contra el, por la fraude, y ocultacion de los esclauos del nauio que arribò a la Isla de Buinare, daños, y agrauio que hizo y causo al dicho Capitan Bartolome de Monasterio, con ocasion de la dicha fraude, y ocultacion, y recompensa y satisfacion dellos. Y ansimismo por la culpa que resulta contra el dicho Gouernador Meliã de los capitulos de que se trata en esta causa Y sobre que el dicho Capitan Bartolomè de Monasterio deue ser absuelto y dado por libre, por lo que toca a ellos, dando por ninguna, ò reuocando la sentencia, y condenaciones hechas contra el por el juez de Residencia, que lo fue del dicho Gouernador Melian","Monasterio, Bartolomé",PORCONES/782(15),1635,Monographs,comercio
1813," Por Ventura Donis tesorero de las Salinas de Castilla la Vieja, y Zamora. Con Diego Rodriguez Matos Tesorero de las de Atiença : pretende Ventura Donis que se reuoque el auto del Consejo, en que se mandò despachar prouision para que Diego ... pudiesse poner vn Alfoli de sal de Atiença en la ciudad de Valladolid, adonde ay otro que se prouee por las Salinas de Poza, que estan a cargo de Ventura Donis","Donis, Ventura",PORCONES/737(11),1635,Monographs,comercio
1814," El Rey, Por quanto el Rey Christianissimo, mi hermano, ha mandado embargar todos los bienes y haziendas de mis vassallos, que se hallauan y contratauan en su Reino, con prohibicion de comercio, sin causa alguna",España,VE/41/77(2),1635,Monographs,comercio
1815," El Rey, por quanto el Rei Christianissimo de Francia, despues de muchas hostilidades contra la Fè publica, y de otros expressos quebrantamientos de las paces capituladas y juradas con esta Corona, ha hecho ligas defensiuas, y ofensiuas con los Hereges de Alemania y Olandeses, mis rebeldes, con graue daño de la Religion Catolica ... ha turbado la paz de Europa",España,VE/197/81,1635,Monographs,comercio
1816," Por Manuel Rodriguez Lamego. Con el señor Fiscal : Pretende Manuel Rodriguez Lamego, que el Consejo reuoque la sentencia de vista, en lo que no es en su fauor, confirmandola en lo demas : y ser absuelto y dado por libre de la execucion en toda la cantidad porque se hizo, como lo juzgò el juez de Quiebras","Rodríguez Lamego, Manuel",PORCONES/421(5),1634,Monographs,comercio
1817," Señor, el Capitan Bartolome Pinea del Final presenta la descripciõ del de sus puertos y derechos para conocimiẽto y claridad de los de V. Magestad, y en su seruicio. El Final parte, y la mejor de Liguria riberas del mar Ligustico cõ playa de cinco millas desde la Pietra confin de Genoua a la torre Tueste de V. Magestad","Pineda, Bartolomé",VE/196/74,1634,Monographs,comercio
1818," Por Fernando de Almonte Veintiquatro de Seuilla, y consortes, interessados en la plata y oro que se traxo de las Indias el año passado de 632. en la armada de los galeones, General Tomas del Arraspurù. Con los interessados en los quatro generos de mercaderias, que son, Añir, Cochinilla, Azucar, y Palo, que vinieron en la dicha armada, y nauios de su conserua. Sobre que el repartimiento y rateo de los 200[mil] ducados, que por mandado de su Magestad se sacaron de la sala del Tesoro ... se ha de hazer en la dicha plata y oro y dichos quatro generos de mercaderias, rata por cantidad, como tocare, cargãdo uno por 100 menos en los dichos generos que en la dicha plata y oro","Almonte, Fernando de",PORCONES/1468/5,1634,Monographs,comercio
1819," Por los hombres de negocios de la Ciudad de Vitoria Consulados de la de Burgos, y Bilbao, y otros consortes. Con Manuel Cortiços de Villa-Sante, cessonario de Duarte Coronel, arrendador de los diezmos de mar","Cortizos de Villasante, Manuel demandado",PORCONES/504&lt;1&gt;(39),1634,Monographs,comercio
1820," Por Doña Petronila de Villafuerte, viuda muger que fue del Capitan Iuan de Garate. Con Manuel Pinto de Gama ... : el Capitan ... fue cõ su Nauio, llamado San Antonio, y Nuestra Señora del Rosario a los Rios de Guinea a hazer armaçon de esclauos el año passado de 1633. auiendo hecho testamento cerrado en la Ciudad de Sanlucar de Barrameda, en que declarò los bienes que tenia, y lleuaua, y instituyò por sus vniuersales herederos a ... su muger, y a Doña Catalina de Garate su hija","Villafuerte, Petronila de",PORCONES/476(24),1634,Monographs,comercio
1821," Por el General Martin de Vallecilla, Cauallero de la Orden de Santiago. Con el señor Fiscal. Aduertencias precisas y necessarias en exclusion de su informacion vltima","Vallecilla, Martín de",PORCONES/220(8),1634,Monographs,comercio
1822," Por el General Martin de Vallecilla, Cauallero de la Orden de Santiago. Con el señor Fiscal. En respuesta à su información. Cargo 17. Por parte del General ... este cargo tiene tres partes diferentes ... La primera es, sobre que las pipas y fardos, que fueron cargados en la nao SanIuan, no eran del General, y que de lo contrario no hay prouança, ni testigo ninguno","Vallecilla, Martín de",PORCONES/220(7),1634,Monographs,comercio
1823," Por el General Don Antonio de Oquendo, Cauallero de la Orden de Santiago, del Consejo de Guerra. Con el señor Fiscal. Sobre El cargo 5. de su residencia","Oquendo, Antonio de",PORCONES/220(6/1),1634,Monographs,comercio
1824," Por Iuan Bautista Preue, vezino de la ciudad de Cartagena. Contra D. Ana de Godoy, viuda de Eugenio Fernandez de Salzedo, vezina de la ciudad de Guadix","Bautista Preve, Juan",PORCONES/1419/32,1634,Monographs,comercio
1825," Por don Iuan de Ortega Lara, vezino de la villa de Villacastin. Con Hilario de Vlac, vezino de esta ciudad de Valladolid","Ortega Lara, Juan",PORCONES/444(27),1633,Monographs,comercio
1826," Por Manuel Cortizos Villasante, a cuyo cargo estan las rentas de lanas, que salen destos Reynos, y cessonario de Duarte Coronel en las que salen por los puertos de Vitoria, y otros, comprehendidos en la renta de diezmos de mar. Con Antonio de la Rina y consortes, encomenderos y cargadores de lanas, à cuya instancia se sigue este pleito sobre los derechos que se han de cobrar de las lanas que salen por los puertos de los diezmos de la mar","Cortizos de Villasante, Manuel",PORCONES/321(30),1633,Monographs,comercio
1827," Por Hilario Dulac, vezino desta Ciudad de Valladolid. Con Martin de Olazaga, vezino de san Sebastian. Para la inteligencia deste pleyto en el hecho se supone, que en cinco de Mayo del año de mil y seyscientos y veynte y nueue, en la villa de san Sebastian, Francisco Mayoral vezino desta Ciudad de Valladolid, comprò de Nicolas Ponsiau Flamenco, cierta cantidad de mercadurias","Dulac, Hilario",PORCONES/686(39),1633,Monographs,comercio
1828," Por Angelo Lomelin, acreedor hipotecario de Iulio Cesar Cibo, y Iuan Geronymo Espinola compañia, y sus bienes, y de Iuan Geronimo Espinola. Con los acreedores cedularios personales de dicha compañia, y de Iuan Geronymo Espinola, y con sus herederos","Lomelín, Ángelo",PORCONES/224(5),1633,Monographs,comercio
1829," El Rey, Por Quanto en la ley, y prematica del nueuo Co[n]sulado que mandè estoblecer[sic], y se promulgó en esta Corte en nueue de Febrero del año passado de mil y seiscientos y treinta y dos, ay una clausula del tenor siguiente. Y por lo que deseo dexar libre al comercio de todas las maneras; ordeno, y mando que auie[n]do passado las mercaderias que se traen à estos Reynos, de los puertos, y aduanas dellos, no se pueda hazer, ni haga causa, denunciacion, ni visita, por ningun Iuez ni Iusticia",España,VE/41/41,1633,Monographs,comercio
1830," Por Ylario Dulac, vezino desta Ciudad. Con Don Iuan de Ortega, vezino de Villacastin","Dulac, Hilario",PORCONES/444(28),1632,Monographs,comercio
1831," Por los interessados en los quatro generos de mercaderias, Grana, Añil, Açucar, y Palo, que vinieron de las Indias el año passado de 1632. Con los Interessados en Plata, y Oro del mismo Año, en respuesta de la Informacion contraria",NA,PORCONES/1468/6,1632,Monographs,comercio
1832," Memorial del pleyto que trata el defensor de los bienes de Nuño Diaz Mendez de Brito, y doña Francisca Violante de Brito su muger, y el señor Fiscal de la Real hazienda, que coadjuua su derecho. Con Nicolao Saluago : està visto este pleyto en apelacion de vna sentencia dada por el Contador agustin de Arellano, juez ... en que dixo, que condenaua y condenò al dicho Nicolao Saluago, por auer ocultado docientos y nouenta y ocho facones de lana fina de Segouia, y cuenta dellas, con sus interesses contenidos en la querella criminal del dicho Fiscal",España Consejo de Hacienda,PORCONES/1455/43,1632,Monographs,comercio
1833," Por Simon Carrega, y Bartolome de Piarrogia, vezinos de la ciudad de Cadiz. En el pleyto executivo que contra ellos trata Abrahan de Leon en nombre de Enrique Pedro","Cárrega, Simón",PORCONES/983(30),1632,Monographs,comercio
1834, Prematica y ley que su magestad ha mandado promulgar y que se guarde en razon del comercio y nuevo consulado [Texto impreso],España Rey (1621-1665: Felipe IV),VE/39/34,1632,Monographs,comercio
1835," Por la Villa de San Sebastian con el señor fiscal del Consejo sobre La jurisdicion, y vso del Puerto del Passaje",San Sebastián Ayuntamiento,PORCONES/514(81),1631,Monographs,comercio
1836," Por la Villa de San Sebastian, con La villa de Renteria, sobre El vso, y libre comercio, que la dicha villa de Renteria pretende aya en el Puerto del Passage",San Sebastián Ayuntamiento,PORCONES/514(80),1631,Monographs,comercio
1837," Lo que los corregidores, y iusticias destos Reinos han de hazer, y executar cada vno en su jurisdicion, en los lugares donde huuiere alfolies, toldos, y tiendas de sal, para la venta y administracion della, en el medio año, que comiença desde primero de Enero de mil y seiscientos y treinta y vno, hasta fin de Iunio del",España Rey (1621-1665: Felipe IV),VE/206/47,1631,Monographs,comercio
1838," Lo que los corregidores, y iusticias destos Reinos han de hazer, y executar cada vno en su jurisdicion, en los lugares donde huuiere alfolies, toldos, y tiendas de sal, para la venta y administracion della, en el medio año, que comiença desde primero de Enero de mil y seiscientos y trenta y vno, hasta fin de Iunio del",España Rey (1621-1665: Felipe IV),VE/41/46,1631,Monographs,comercio
1839," Por D. Isabel Enriquez, viuda de Duarte Coronel, y su heredera con beneficio de inuentario, y assimismo hija legitima, y heredera de Duarte Díaz Enriquez, a cuyo cargo estuuieron por arrendamiento las rentas de los diezmos de la mar, y puertos secos de Castilla. Con el señor Fiscal del Consejo de Hazienda","Enríquez, Isabel fl. 1631",PORCONES/490&lt;2&gt;(26),1631,Monographs,comercio
1840, Por Hilario Dulac. Con Don Iuan de Ortega Lara,"Dulac, Hilario",PORCONES/164(45),1631,Monographs,comercio
1841," Por Ricarte Estreling Ingles. Con Christian de Cheuarri Armador. Sobre la presa que hizo el dicho Christian de Cheuarri del Nauio nombrado la Gracia de Dios, y sus mercaderias, de que era Maestre y dueño Ricarte Estreling","Estreling Inglés, Ricarte",PORCONES/504&lt;2&gt;(38),1631,Monographs,comercio
1842," El licenciado Iuan de Mena, Fiscal en el Consejo de Hacienda con Manuel Rodriguez Lamego, a cuyo cargo ha estado la renta de las licencias de los esclauos negros que se lleuan a las Indias",Consejo de Indias Fiscal,VE/1390/2,1631,Monographs,comercio
1844," Por El Capitan Marcos de Llano, y consortes Armadores, vezinos de Bilbao, y Portugalete. Con Manuel Diaz Sanchez, vezino que dize ser de Ruan de Francia. Sobre ciento y veinte sacas de lana que se apressaron en el nauio Sanmiguel, Maestre Iuan Terin, nauegando desde Bayona de Francia, a Duna en Inglaterra","Llano, Marcos de",PORCONES/504&lt;2&gt;(39),1630,Monographs,comercio
1845," Por el Señor Fiscal, y Defensor de los bienes de Nuño Diaz Mendez de Brito, y doña Francisca Violante d Brito su muger. Con Nicolao Saluago",España Consejo de Hacienda,PORCONES/416(43),1629,Monographs,comercio
1846," Aviendo sabido el Consejo los grādes daños que causan los dos seruicios de millones en el Reino, atendiendo (como siempre lo haze) a la conseruacion del, suplicò a su Magestad, hiziesse merced a estos Reinos de dexar el vno por ciēto, y libre el comercio, y las quatro especies, sobre que estan cargados los millones antiguos, sin echar tributo",España Consejo de Hacienda,VE/41/23,1629,Monographs,comercio
1847," Por los diputados de los acreedores en el concurso de los Cauanas. Con Pedro, y Agustin Duracios ginoueses","Duracio, Pedro demandado",PORCONES/224(6),1629,Monographs,comercio
1848," Por El señor Fiscal, y Francisco de Praues, Veedor y Contador de las obras de los Alcazares y Palacios Reales dela Ciudad de Valladolid y su distrito. Con Los hijos y herederos de Pablo Xarquies : pretende el señor Fiscal, y Francisco de Praues, se reuoque la sentēcia del Cōsejo de 22 de março de 1629 años. Por la qual fueron cōdenados, a que de aqui adelante no vendan en la dicha ciudad de Valladolid, ni en otra parte alguna, los yelos y nieue que su Magestad tiene recogidos en lso pozos fabricados dentro del termino de dicha ciudad camino de Renedo",Consejo Real de Castilla Fiscal,PORCONES/512&lt;2&gt;(20),1628,Monographs,comercio
1849," El Rey, por quanto por disposiciones de Derecho, y diversas prematicas, vandos, y cedulas mias, y de los Reyes mis antecessores, està prohibido el comercio de mis vassallos destos Reynos, y Corona con los rebeldes, y enemigos de ella, y por esta razon se les ha impedido traer a ellos sus frutos, y mercaderias, y aprovecharse, y gozar de los destos Reynos, ni tener ningun comercio con ellos",España,VE/41/62,1628,Monographs,comercio
1850," El Rey y por su Magestad, Don Luys Faxardo de Requesens y Zuñiga, Marques de los Velez y de Martorel ... da a saber que por ... real carta ... despachada en Madrid ... ha mandado se publique en esta ciudad y Reyno una Real cedula ... para que llegue a noticias de todos, y se execute y cumpla con todo cuydado lo contenido en dicha Real cedula, El tenor de la qual Real carta es el siguiente",España,VE/196/10,1628,Monographs,comercio
1851," El Licenciado don Sebastian Zambrana de Villalobos, Fiscal del Consejo Real. Contra Balentin Donis, Salomon Parente, y consortes : La pretension del Fisco es, que se ha de confirmar in totum la sentencia del Corregidor de Tarifa, en que se declarò auer caydo en comisso los caxones de bonetes, y pieças de oro y plata que se hallaron embarcados en el puerto para nauegar a Berberia","Zambrana de Villalobos, Sebastian",PORCONES/1442/55,1628,Monographs,comercio
1852," Relacion cierta y verdadera de la presa que ha hecho el señor don Garcia de Toledo duque de Fernandina y general de las galeras de España, este año 1628","René de Lezcano, Antonio fl. 1613-1648 impresor",VE/1512/13,1628,Monographs,comercio
1853," Por Miguel de Neue, vezino de la ciudad de Seuilla. Con el señor Fiscal : pretende Miguel de Neve, que se declare auer grado de segunda suplicaciõ ... Para lo qual se supone, que auiendo remitido Miguel de Neue vna cargazon de mercaderias el año de seiscientos y veinte y siete, desde la ciudad de Seuilla a la Prouincia de Tierra firme","Neve, Miguel de",PORCONES/802(11),1628,Monographs,comercio
1854," Por Miguel de Neue, vezino y natural de la ciudad de Seuilla. Con el señor Fiscal. Sobre Si ay grado de segunda suplicacion : pretende el señor Fiscal, que no ha lugar el grado de segunda suplicacion ... porque el pleyto no se empeçò en la Real Audiencia de Panamà, como se requiere, para que aya grado ... Mas antes empeçò ante el juez mayor de bienes de difuntos, que le remitio a la Audiencia por su ausencia","Neve, Miguel de",PORCONES/802(10),1628,Monographs,comercio
1855," El Rey, por quanto por disposiciones de Derecho, y diuersas prematicas, vandos, y cedulas mias, y de los Reyes mis antecessores, està prohibido el comercio de mis vassallos destos Reynos, y Corona con los rebeldes, y enemigos de ella, y por esta razon se les ha impedido traer a ellos sus frutos, y mercaderias, y aprouecharse, y gozar de los destos Reynos, ni tener ningun comercio con ellos",España,VE/41/61,1628,Monographs,comercio
1856," Señor, el Comissario General don Lucas de Andrade Benauides Cauallero del Orden de Santiago, y cuya es la villa de Salas de la Ribera ... deseando no vacar nunca en el Real seruicio, ya que no puede con la espada, pone a los pies de V.M. estos auisos de su pluma, tocantes a la moneda","Andrade Benavides, Lucas de",VE/60/19,1628,Monographs,comercio
1857," Memorial del pleyto del señor Fiscal. Con Los herederos de Federico Espinola, y los de Pedro Gomez Reynel, y los de Iuan Bautista Gallo, depositario General que fue desta Corte, a que ha sido citado Christoual Rodriguez Muñoz, que tuuo vanco en ella. Sobre Ochenta mil ducados que el señor Fiscal pide a los susodichos todos juntos, o a cada vno insolidum",España Consejo de Hacienda,PORCONES/421(21),1627,Monographs,comercio
1858," En fauor del Fiscal del Consejo Real de las Ordenes; y don Pedro Roco de Campofrio, Cauallero de la Orden de Alcantara, y Procurador della; y don Luis de Villauicencio, Cauallero de la misma Orden, y Comendador del peso Real, y de las demas mercaderias de la ciudad de Valencia. Contra el Fisco Real y Patrimonial Del S.S.C.R. de Aragon; y don Geronimo Funes y Muñoz, Cauallero de la Orden de Santiago; y Pedro Iulian de Bernegal; detenedores del dominio vtil de la plaça, y guardianage del carbon de la ciudad de Valencia; y Diego Pujol, como Pesador que se nombra del peso Real de la misma ciudad. Por don Gaspar de Bracamonte, Cauallero de la Orden de Alcantara, y Fiscal del Consejo Real de las Ordenes","Peñaranda, Gaspar de Bracamonte y Guzmán, Conde de ca. 1595-1676",PORCONES/327(50),1627,Monographs,comercio
1859," Por Pedro, y Enrique Vanaudenhouen, Mercaderes Flamencos. Con El Licenciado don Antonio de Castro, Fiscal de quiebras, y Martin de Yepes denunciador","Vanaudenhoven, Pedro",PORCONES/1422/13,1627,Monographs,comercio
1861," Cartas del P. Fabián López al P. Alonso Fuertes de Herrera, informando de la llegada y salida de galeones en Sevilla hacia las Indias [Manuscrito]","López, Fabián (S.I.)",MSS/20262/71/4,1627,Manuscripts and Personal Archives,comercio
1862," Señor, el Vniuersal escandalo que ha dado a todo el mundo (donde mi nombre es conocido,) la calumnia con que por espacio de diez años fui perseguido, y vexado, y los irreparables daños que della se han seguido à mi hazienda, vida y honra, me obligan à que aora ... salga à luz este papel con la sumaria relacion de mis seruicios y trabajos ... en la India Oriental","Cron, Fernando",VE/68/83,1627,Monographs,comercio
1863," El Rey, Oficiales De mi Real hazienda de la ciudad de la Trinidad del Puerto de Buenosayres, por parte de Manuel Rodriguez Lamego, a cuyo cargo està por assiento la renta y prouision general de esclauos negros para las Indias",España,VE/190/32(1),1627,Monographs,comercio
1864," Sepan todos, como el Rey ... auiendo visto, que assi en esta Corte, como en las demas partes del Reyno, se han vendido, y venden ... todo genero de mercadurias, y mantenimientos, a precios tan subidos, y excesiuos, por los mercaderes, y personas que por mayor, y por menor tratan en estas cosas",España Rey (1621-1665: Felipe IV),VE/206/21,1626,Monographs,comercio
1865," Por Iaques de Pathere mercader, vezino de la villa de Viana, en el Reyno de Portugal, encomendero de Iuan Herbin Frances, vezino de la Ciudad de Ruan. Con el señor fiscal del Consejo de Guerra, y el Sargento Pedro Suarez denunciador : sobre el nauio llamado la Esperança, de que era Maestre Pierre Potubin, que aportò a Bayona de Galicia, cargado de Vacallao, y se dio por perdido con el Vacallao, y demas que en el venia por Ares Pardo de Figueroa, Cauallero de la Orden de Santiago, que al tiempo hazia oficio de Gouernador en el Reyno de Galicia","Pathere, Jaques de",PORCONES/265(3),1626,Monographs,comercio
1866," Por el señor Bartolome de Anaya Villanueua, Cauallero de la Orden de Santiago, del Consejo de Guerra de su Magestad. Satisfacion a los cargos de su visita","Anaya Villanueva, Bartolomé de",PORCONES/504&lt;2&gt;(35),1626,Monographs,comercio
1867," Por Don Francisco Godinez de Figueroa, y Aluaro Mendez. Contra Don Iuan de Viedma, y sus hermanos, hijos, y herederos de don Rodrigo de Viedma. Sobre La introduccion del grado de segunda suplicacion : presuponese, Que auiendo hecho los litigantes cierta compañia, y contratacion de madera por escritura publica, con algunas calidades, y condiciones, huuo diferencia en el cumplimiento dellas, y otorgaron transaccion, y concordia, de la qual se sintio despues agrauiado el dicho don Francisco, y puso demanda sobre lo procedido de la compañia, ante la justicia ordinaria de Vbeda, como sino huuiera transaccion","Godínez de Figueroa, Francisco",PORCONES/802(45),1626,Monographs,comercio
1868," Ilustrissimo señor, En la ocasion tan deseada de estàr yà interpuesta la autoridad del Rey nuestro señor (que Dios guarde) con la insinuacion hecha en su Real nombre, por el Excelentissimo Señor D. Pedro Antonio de Aragon, para que V.S.I. y los demàs Braços que forman las Cortes ... procuren tomar el acuerdo que pareciere convenir mas ... en el comercio estrangero, los Mercaderes Regnicolas, domiciliados en Zaragoça, dizen : que la libre entrada y comercio de Texidos, de Lana y Seda, Oro y Plata y otras Mercaderias de provincias estrañas es tan perjuizial para Aragon",Consejo de Aragón destinatario,VE/28/40,1626,Monographs,comercio
1869," Prematica en que se amplia la ley diez libro sexto titulo diez y ocho de la nueua Recopilacion, que trata, que el dinero que procediere de las mercaderias, que entran en estos Reynos de fuera dellos, se emplee en otras de los naturales",España,R/24024(9),1626,Monographs,comercio
1870," Pregon en que su Magestad manda, que las mercaderias de qualquier genero que sean, y demas cosas en el contenidas  no se puedan vender ni vendan a mas subidos precios de como passauan, y se vendian el año passado de mil y seyscientos y veinte y quatro, so las penas en el declaradas",España Rey (1621-1665: Felipe IV),VE/198/20,1626,Monographs,comercio
1871," Muy poderoso Señor, Damian de Oliuares, natural de Toledo, digo que a mi noticia ha venido, q[ue] los Alguaziles Francisco de Aguilera, y Damian Brauo, han hecho denunciacion contra algunos mercaderes de Toledo, sobre dezir que estancan la seda en rama, para tornarla a vender, sin mudar de especie: y que compran los texidos para lo mismo: y que dello se sigue grande excesso, y carestia de las mercaderías de seda en el Reyno; como mas largamente se contiene en su querella, a que me refiero","Olivares, Damián de",R/37064(2),1626,Monographs,comercio
1872," Ilustrissimo Señor, los mercaderes de libros de este Reyno de Aragon, participes de la esclavitud de los libros y interesados en su libertad en su nombre propio, y tomando tambien la causa que principalmente lo es de los professores de Ciencias, y Estudios ... proponen a V.S.I. ... procurar huviesse ... copia numerosa de libros de qualquiere ciencia",Gremio de Libreros (Aragon),VE/177/11,1626,Monographs,comercio
1873," Manuel Rodriguez Lamego en el pleito con el señor Fiscal, sobre el assiento de los esclauos negros. Digo : que Para mejor inteligencia del, se ha de aduertir, que en poder deste assentista nūca entrò, ni pudo entrar dinero alguno","Rodríguez Lamego, Manuel",VE/190/32(2),1626,Monographs,comercio
1874," Por el Doctor Don Iuan Bautista de Larrea, Cauallero de la Orden de Santiago, del Consejo de su Magestad, y su Fiscal en el Real de Castilla. Y por la villa de Renteria. Con la villa de San Sebastian. Sobre Quitarla el estanco de la nauegacion del puerto del Passaje, y su jurisdicion",Consejo Real de Castilla Fiscal,PORCONES/514(77),1625,Monographs,comercio
1875," Dialogo sobre el Comercio destos Reynos de Castilla, por Alberto Struzzi, gentilhombre de la casa de la serenissima Infante doña Ysabel","Struzzi, Alberto",VE/213/45(2),1625,Monographs,comercio
1876," Por Manuel Rodriguez Lamego. Con El señor Fiscal de su Magestad. Sobre Que se emiende el auto en que se reservò la prueua para difinitiua; y se conceda desde luego termino para hazerla, suspendiendo en el interin el progresso en lo principal","Rodríguez Lamego, Manuel",PORCONES/421(18),1625,Monographs,comercio
1877," Señor, En quatro columnas se sustenta, afirma, y perpetua vna Monarchia, vnion en la Fè, lealtad en los vassallos, riqueza en el Reyno, y Principe piadoso, y amador de su Republica","Olivares, Damián de",VE/209/148,1625,Monographs,comercio
1878," Señor, el Licenciado Garcia de Yllan en nombre de los hombres de negocios, y Mercaderes, que residen en esta Corte. Dize, que considerando de quanta importancia es la conseruacio[n] del comercio, en orden al Real seruicio de V. Magestad, de sus Reales rentas, y del bien publico de sus vasallos; y que el poco cuydado que se ha tenido con los Mercaderes naturales destos Reynos, y las muchas molestias que de ordinario estan recibiendo de las justicias, haziendoles denunciaciones injustas, de que estan llenos los Tribunales desta Corte","Illán, García de fl. 1638-1654",R.MICRO/34621,1625,Monographs,comercio
1879," El Rey, Presidente, y Oydores de la nuestra Audiencia, y Chancilleria de la ciudad de Valladolid, y Alcaldes del Crimen della, y Alcaldes mayores de los nuestros Adelantamientos de Burgos, Campos, y Leon. Sabed, que auiendose tenido noticia en el nuestro Consejo, de los excessos grandes que hazian las personas ricas que tenian trigo ... con los labradores miserables y pobres, que lo comprauan para remediar sus necesidades",España,R/28958(9),1625,Monographs,comercio
1880," Por don Geronymo Funes Muñoz Cauallero de la Orden de Santiago, y Pedro Iulian Vernegal señores vtiles de la Plaça, y Guardianaje del carbon de la Ciudad de Valencia. Con el señor Don Luys de Villauicencio, Cauallero de Alcantara, del Consejo Real de las Ordenes, y con el Señor Fiscal del, y Procurador general de la dicha Religion. Sobre si el derecho de la plaça, y Guardianaje del carbon de Valencia està cõprehendido, y incluso en la Encomienda del peso del carbon de la dicha Ciudad: de que es Comendador el señor Don Luys de Villauicencio","Muñoz y Funes, Jerónimo",PORCONES/343(17/1),1624,Monographs,comercio
1881," Memorial de Damian de Olvares, natural de esta Ciudad, para el desempeño de su Magestad, para quitar los millones de vino, azeite, y carnes, y que no sean necessarios los que oy se piden. A la Imperial Ciudad de Toledo","Olivares, Damián de",VE/186/66,1624,Monographs,comercio
1882, Cargos que se hazen a don Antonio de Oquendo general de la Armada y galeones de las Yndias que vinieron este año de 1624,"Remirez Fariña, Fernando",VE/39/7,1624,Monographs,comercio
1883," Por Manuel Rodriguez Lamego. Con La Real hazienda. Sobre Que se confirme la sentencia del juez de quiebras, por la qual reuoca la execucion hecha en su persona y bienes por ciento y nouenta y cinco quentos ochenta y cinco mil y seis marauedis, del alcance que se le pretendio hazer del tiempo que estuuo en su nombre el assiento de los esclauos que se nauegan a las Indias","Rodríguez Lamego, Manuel demandante",PORCONES/532(6),1623,Monographs,comercio
1884," Por esta razon se reduze a alimentos, el comercio que se pide ... El Profeta Rey dixo ... donde trasladò san Geronimo, Dominus pascit me, que fue de poner la obligacion del que gouierna, que en el ha de ser lo mismo regir que sustentar. Con esto se escusò el que eligiendole Rey dixo ... saltauale a este lo que a V.M. sobra para dar à aquellos vassallos: Iusticia q̃ cure sus agrauios ... que comer y que vestir ... Pero el rey por ventura tiene obligacion de sustentar a sus vasallos",NA,PORCONES/1449/21,1623,Monographs,comercio
1885," Por Don Francisco Godinez de Figueroa, y Aluaro Mendez, vezinos de la ciudad de Vbeda. Con Don Rodrigo de Viedma, y sus herederos, vezinos de la ciudad de Baeça","Godínez de Figueroa, Francisco",PORCONES/476(43),1622,Monographs,comercio
1886," Relacion de lo añadido al memorial del pleito de los Cargadores de lanas de la ciudad de Seuilla, que tratan con la dicha Ciudad y el señor Fiscal, y el Consulado, sobre los derechos del quarto por ciento, y medio por ciento, y tercio por ciento de las dichas lanas",Sevilla Ayuntamiento,PORCONES/294(15),1622,Monographs,comercio
1887," Respuesta de Damian de Oliuares a vn papel que ha salido sin autor que se intitula aduertencias para la prohibicion de las mercaderias estrangeras, que dize da causas porque no se deuen prohibir por ley absoluta, y pregon escandaloso, dirigida al ... Señor Conde de Oliuares","Olivares, Damián de",R/37064(3),1622,Monographs,comercio
1888," Por el capitan Simon Frens de la Fuente, Cauallero del Orden de Santiago, Prudencio de la Renteria y consortes, fiadores de Simon de Bidacar Maestre de Merchanta que fue de su Nauio, llamado san Ignacio, el año passado de 621 en la Flota de Nueua España, General Fernando de Sousa. Con el señor don Antonio de la Cueua y Silua del Consejo de su Magestad, y su Fiscal en el de las Indias","Frens de la Fuente, Simón",VE/1388/7,1621,Monographs,comercio
