,Subject,Title
589,caza, Modo de pelear a la gineta
590,caza, [Cacería de fieras] [Material gráfico]
591,caza, Historia de un Jabalí de Sierra Morena [Texto impreso]
592,caza," Real Cédula de S.M. y señores del Consejo, en que se contiene la nueva ordenanza que generalmente deberá observarse para el modo de cazar y pescar en estos Reynos, con señalamiento de los tiempos de veda, de una y otra especie [Texto impreso]"
593,caza," Real cedula de Su Magestad, por la que se sirve dar reglas a los labradores que tengan heredades sembradas, viñas, u otros plantíos inmediatos al real heredamiento de Aranjuez, para el modo de ahuyentar qualquier genero de caza que entre en ellos, con las prevenciones que contiene"
594,caza, La aviceptológia ó Manual completo de caza y pesca : dividido en tres tratados : obra útil para los aficionados a caza y pesca
595,caza, Cacería del toro [Material gráfico]
596,caza, Instruccion de cazadores [Texto impreso]
597,caza," Don Sebastian Gomez de la Torre ... Intendente General interino del Exercito, y Reyno de Mallorca, y Corregidor de la Ciudad de Palma, y su districto. Por quanto por Reales Ordenes de ... la Real Junta de Obras, y Bosques, Manda su Magestad que en todos los Pueblos de sus Reynos, se publique cada año ... la Veda de Caza, y Pesca"
598,caza," Tesoro de los perros de caza [Texto impreso] : o sea Arte de conocer las razas de los perros, elección de los de caza, modo de criarlos, enseñarlos, adiestraslos"
599,caza, Entre jaras y breñales
600,caza," Real cedula de su Magestad, y Señores del Consejo, en que se declaran por menor las providencias de la Veda anual de Caza y Pesca desde Marzo à Julio inclusivé, con las reglas, que por ahora se han de observar, en el interin y hasta tanto que por Ordenanza general ó particular para cada Provincia se establezca regla fixa para lo sucesivo"
601,caza, Manual del Derecho de Caza y del de uso armas [Texto impreso]
602,caza, [Traje y costumbres de caza] [Material gráfico]
603,caza, El cazador médico ; o sea Tratado completo de las enfermedades de los perros aumentado con un método para enseñar a los perros de caza [Texto impreso]
604,pesca, El excmo. señor don Miguel Cayetano Soler ha comunicado al excmo. señor gobernador del Consejo con fecha de 14 de este mes la Real Orden siguiente
605,pesca, La exposición internacional de pesca en Londres en 1883
606,pesca," Segundo apéndice a la Colección de tratados internacionales, ordenanzas y reglamentos de pesca"
607,pesca, Manual de ictiología marina concretado a las especies alimentarias conocidas en las costas de España e islas Baleares [Texto impreso]
608,pesca," Por el dean, y cabildo de la Santa Iglesia Apostolica, y Metropolitana de Santiago, y el Cura de Malpica. En el pleyto con los vezinos de ella. Sobre los diezmos de la Pesqueria de Vallenas. En el Articulo de retencion que està pendiente en el Consejo. Pretenden ... que el Consejo se ha de seruir de remitir al Iuez Eclesiastico, de ante quien vino los autos hechos en el pleyto contra los vezinos de dicha Villa, sobre la paga deste genero de diezmos"
609,pesca, Los grandes cetáceos del estrecho de Gibraltar [Texto impreso] : su pesca y explotacion
610,pesca," Por el conuento de San Iuan de Corias. Con la villa, y concejo de Prauia, y Aluaro Pelaez de Arango : pretende el dicho Conuento se ha de confirmar la sentencia de vista, que reuocando la del Gouernador del Principado de Asturias amparô al dicho Conuento de San Iuan de Corias en las possession en que ha estado, y estâ de cobrar la quarta parte de los salmones q̄ se pescaren por parte del dicho Concejo, y vezinos de la dicha villa de Prauia en el rio Nalon"
611,pesca, Informe sobre la conveniencia de embarcar sal para atender a la conservación del pescado cogido en la mar en sus relaciones con la industria pesquera y con la de salazón [Texto impreso]
612,pesca," Sexto apéndice a la Colección de tratados internacionales, ordenanzas y reglamentos de pesca"
613,pesca, Estudios sobre la pesca con el arte deniminado parejas del bou y reglamento para su régimen [Texto impreso]
614,pesca, El escribano Peña y un ministro de Marina
615,pesca," Breue, y sucinto resumen de todo lo contenido, y resultante de la copia de los procedimientos continuados, en el pleyto, que intentò el Real Fisco Patrimonial, sobre la recission de el contrato de las seis Almadravas, dadas à empeño al quitar, à Don Geronimo Vivaldi, con pretexto, que avria sido lesivo en mas de la mitad"
616,pesca, La explotación de la fauna marítima en las costas de las repúblicas Argentina y del Uruguay [Texto impreso]
617,pesca," Primer apéndice a la Colección de tratados internacionales, ordenanzas y reglamentos de pesca"
618,pesca," Real cedula de su Magestad, de 28 de enero de 1780, concediendo por punto general à todas las Fabricas de Jarcia, y Cordelería de los Reynos de Castilla, y de la Corona de Aragon, diferentes franquicias, y esenciones para surtimiento de las Embarcaciones"
619,pesca," Introducción, capítulo I y otras descripciones de la memoria acerca del origen y curso de las pescas y pesquerías de ballenas y de bacalaos, así que sobre el descubrimiento de los bancos e isla de Terranova [Texto impreso]"
620,pesca," Por la villa, y concejo de Prauia en el Principado de Asturias. Con Don Sancho de Miranda Ponze de Leon, Marques de Valde-Carçana, y por su muerte Don Lope de Miranda Ponze de Leon su hijo, Marques, que al presente es de Valde-Càrçana, y los Lugares de Muros, Ranon, y la Arena, sus vezinos, y justicias : sobre la propiedad priuatiua del rio Nalon, pesca de salmones, y demàs pescados, desde las Mestas, que llaman de Nalo, y Narças, hasta la fuente de Espironga, que confina con el mar, y con la Barra. Y sobre la jurisdicion priuatiua, ciuil, y criminal, alta, baxa, mero, y mixto imperio del dicho Rio, que han exercido en èl los Iuezes, y Iusticias de la Villa, y Concejo de Prauia, en nombre de su Magestad desde las dichas Mestas, hasta la dicha fuente. Y sobre la propiedad priuatiua del derecho del Anclage, que se paga de los Nauios, que entran por la dicha Barra, y dan fondo en el dicho Rio en todo el termino referido, y limites, desde las Mestas al mar, y de los que salen por el Rio, y Barra. Y sobre la jurisdicion priuatiua en los vezinos, que viuen, y estàn junto al castillo de San Martín de Prauia"
621,pesca, Anuario estadístico de la marina mercante y de la pesca marítima
622,pesca," Alegacion en derecho por el Monesterio de nuestra Señora de Guadalupe, en el pleyto con el Duque de Medina Sidonia, sobre los Atunes"
623,pesca," [Colección de algunos extractos, apuntes o copias de varios libros o papeles curiosos"
624,apicultura," Memoria en que se proponen los medios más conducentes para la cría y conservación de las abejas, preparar con ventaja las colmenas, y conseguir que sea más abundante la cosecha de la miel y de la cera [Texto impreso]"
625,apicultura," Arte nuevo de aumentar colmenas [Texto impreso] : reglas seguras para governar avejas y para coger con abundancia la miel, y la cera, segun las ... observaciones, y práctica de D. Francisco Moreno"
626,apicultura, El gallinero y las colmenas [Texto impreso]
627,apicultura," Apicultura ó Tratado de las abejas y sus labores : de las colmenas, colmenar y colmenero, de los enemigos de las abejas y de las enfermedades que éstas padecen"
628,apicultura, Las abejas [Texto impreso] : modo de criarlas y de beneficiar sus productos por medio de sistemas los más adelantados al alcance de tosos los agricultores
629,apicultura, Aves de corral [Texto impreso] : conejos y abejas
630,apicultura, Mieles y ceras [Texto impreso] : su extracción y preparación
631,apicultura, Practica de Colmeneros [Texto impreso]
632,apicultura, Golfines y golfos
633,apicultura, El colmenar : industria apícola : o novísimos procedimientos para su dirección acertada y remumeradora
634,apicultura," Boletín oficial del Sindicato Nacional de Apicultores : revista mensual de propaganda, vulgarización y enseñanza"
635,apicultura," [Perfecta y curiosa declaracion de los provechos grandes q dan las colmenas bien administradas, y alabanzas de las abejas]"
636,apicultura, Apicultura movilista o cultivo de las abejas mediante un racional sistema
637,apicultura," Antorcha de colmeneros ó Tratado económico de abejas : en que se enseña el mejor método de administrar los hornos, colmenas y jacientes"
638,apicultura, El Colmenero español [Texto impreso] : periódico dedicado exclusivamente al cultivo de las abejas
639,apicultura, Curso de perfeccionamiento de apicultura para maestros nacionales celebrado en Miraflores de la Sierra (Madrid)
640,apicultura," Colmenas de tres cuadrados [Texto impreso] : sus ventajas, construcción y cultivo"
641,apicultura," Tractado breue de la cultiuaciō y cura de las colmenas. Y ansi mismo las ordenanças de los colmenares, sacadas de las ordenanças de la ciudad de Seuilla"
642,apicultura," Colmenas de tres cuadrados [Texto impreso] : sus ventajas, construcción y cultivo"
643,apicultura," El colmenar de la finca %5C%5C""Santa Cecilia%5C%5C"" y sus productos [Texto impreso]"
644,gestión," Memoria de la empresa peticionaria de ciertos terrenos de la Moncloa, formada con el objeto de construir una gran barriada bajo el título de La Florida"
645,gestión, Explotación de un dominio agrícola [Texto impreso]
646,gestión, Proyecto de Matadero y Mercado de Ganados para Madrid : memoria
647,gestión," Por D. Luis Luqui, Sindico de la Real Villa de Alcira, sobre que se ha de servir su Magestad mandar que se suspenda el despacho, y comission, para que la Villa sea visitada, y sus Oficiales. Y que el Magnifico Doctor Aparicio Gilart, del Consejo de su Magestad, y Oidor en la Real Audiencia de Valencia, no prosiga en la que tienen empeçada con Real Comission de su Magestad, de los propios, y administracion de la Azequia Real de aquella Villa"
648,gestión, La canalización del Guadalquivir : considerada bajo el aspecto de utilidad de los pueblos riberiegos
649,gestión, Castilla y saltos del Duero
650,gestión," Aforismos bancarios : o sean los principios mas selectos para el régimen de los bancos de circulación, escritos para acompañar a la obra de M.L. Wolowski titulada %5C%5C""La cuestión de los Bancos%5C%5C"""
651,gestión," Barriada urbano-campestre de La Florida, en la Moncloa [Texto impreso]"
652,gestión," Por Doña Maria de Llano y Valdes, muger del Capitan Iuan Baptista Greco. En el pleilo Con Don Francisco Catalan su yerno, Contador de Resultas"
653,gestión, Sindicatos y cajas rurales [Texto impreso] : su administración y contabilidad
654,gestión, Manual práctico del expendedor de tabacos y timbre [Texto impreso]
655,gestión," Barriada urbano-campestre de la Florida, en la Moncloa [Texto impreso]"
656,gestión, Programación organización y control [Texto impreso]
657,gestión, Reglamento de almacenes
658,gestión, Contestación a la sencilla relación que ha publicado el muy reverendo padre Fr. Joaquín de San Alberto por su separación de la administración de la hacienda de Chapulco [Texto impreso]
659,gestión, Guía del expendedor de tabacos y timbre [Texto impreso]
660,gestión, Reglamento para los establecimientos de La Comodidad
661,gestión, Por el Capitan Tomas Pereyra de Castro. Con D. Rodrigo Aluarez de Boorques. Don Rodrigo Aluarez de Boorques Gouernador de la isla de Tenerife fue cōdenado en la residencia que se le tomò de sus oficio ... [sobre cobro de letras]
662,gestión, El Ebro y Zaragoza [Texto impreso] : horizonte de las posibilidades de Aragón
663,gestión, Cómo se administra un gran diario [Texto impreso]
664,comercio," Real cedula de Su Magestad, por la qual se declaran las causas y negocios en que debe conocer la Real Junta de Comercio y Moneda, y las en que deben entender los demas tribunales del Reyno, con lo demas que contiene [Texto impreso]"
665,comercio," Representacion de la Junta Superior de Confiscos y Secuestros al Supremo Consejo de Regencia, sobre la exposicion, que en 13 de Noviembre ha hecho la Junta Provincial de Cádiz á las Córtes generales y extraordinarias"
666,comercio," Por Don Pedro Marciaq, de nacion frances, y hombre de Negocios en esta Corte. Con Don Francisco Rigail, y hermanos, vezinos, y hombres de Negocios en la Ciudad de Bayona. Sobre Que se declare à dicho D. Pedro por socio, participe con dichos Don Francisco Rigail, y Hermanos, en la compra de la plata, que se vendiò de la señora Reyna difunta en dicha Ciudad de Bayona; y que en dicha compañia tiene de capital 6[mil]025 doblones de à dos escudos de oro ; y que dichos Don Francisco, y Hermanos le dèn la quenta del referido negociado"
667,comercio," Carta de Francisco de la Serna Salcedo al Conde de Floridablanca, adjuntando el estado de los valores que produjeron en los años 1775-1778 y 1785-1789 los derechos que se exigían en la Contratación del Puerto de Cádiz por el comercio de Indias y en la Aduana. Cádiz, 1 de enero de 1790 [Manuscrito]"
668,comercio," Frey Don Antonio Maria Bucareli y Ursua, Henestrosa, Laso de la Vega, Villacís y Cordova ... Virrey, Governador y Capitan General de esta Nueva España, Presidente de su Real Audiencia ... y Subdelegado General del establecimiento de Correos Marítimos en este Reyno &amp;c. Al mismo tiempo que por el ultimo Correo de España he recibido una real Cèdula, su data veinte y quatro de Abril del corriente año, en que S.M. se ha dignado declarar las reglas que deben observarse en el Despacho, Feria en Xalapa, tiempo de su apertura, duracion, y retorno de las Flotas"
669,comercio," Don Carlos, por la gracia de Dios Rey de Castilla ... A todos los corregidores ... Sepades, que el licenciado don Pedro de Ledesma, Cavallero de la Orden de Calatrava, nuestro Fiscal, nos ha representado, que con ocasion de los despachos que se avian dado, y Vando que se avia mandado publicar para que los Franceses no pudiessen residir en los puertos de mar, ni ... en esta nuestra Corte ... avian acudido muchos à nuestra Real Persona, y otros al nuestro Consejo, pretendiendo se declarasse no ser incluidos en dichas ordenes"
670,comercio," Discurso legal por D. Ignacio de Atristain, vezino de la Ciudad de San Sebastian, con doña Ana Maria de Zuaznabar, vezina assimismo de dicha ciudad. Sobre la paga de 17 [mil] 882. reales de plata, que se le repartieron en el prorrateo que se hizo para la satisfaccion de los 22 [mil] pesos, en que se indultò la Fragata nombrada J.M.J. y su carga"
671,comercio," Por los hiios, y herederos del Doctor Bernardino Granja. Con El señor Fiscal, y los arrendadores de los derechos de Valencia"
672,comercio," Don Bernardo de Galvez, Conde de Galvez ... Virey, Gobernador y Capitan General del Reyno de Nueva España ... El Rey ... se ha dignado tomar la resolucion que de su Real orden me ha comunicado el Exmô. Señor Marqués de Sonora ...con fecha de 4 de Noviembre de 1784 cuyo tenor es el siguiente. %5C%5C""Deseando el ... Rey ... mitigar  y mejorar la suerte de los negros esclavos que se conducen á sus dominios de Indias, se ha dignado abolir ... la practica establecida ... de marcarlos, á su entrada por los puertos ...%5C%5C"" Y á fin de que llegue á noticia de todos ... mando ... se publique por Bando en esta capital y demas ciudades ... [Texto impreso]"
673,comercio," Real Cedula de 27 de Noviembre de 1778 por la qual se ha dignado su Magestad hacer varias declaraciones à la de 8 de Marzo, y Orden de la Junta general de Comercio, de 25 de Junio de este año, sobre la Marca, y Peso que han de tener los Texidos de Seda que se fabriquen en estos Reynos, y los que se han de admitir à Comercio de los Estrangeros"
674,comercio, El comerciante moderno : enciclopedia comercial
675,comercio," Por Iorge Rodriguez Solis, en el pleyto con El señor Fiscal : El Doctor Castañeda juez de comissio[n] dado por su Magestad, condenò a Iorge Rodriguez Solis, el qual apelò de su sente[n]cia ... Fue condenado el dicho Iorge ... como hombre obligado a dar fianças ... no teniendo tal obligacion, y en ser por ella demandado y condenado ... como fiador de Iuan Rodriguez Cotiño"
676,comercio," El adjunto Vando, dispondrà Vm. se promulgue en essa Jurisdiccion, para que la conste la immediata proxima venida de Flota, y sus vezinos puedan tomar las providencias correspondientes à la colectacion de Caudales; dandome cuenta de haverlos executado ... Mexico 2. de Marzo de 1757"
677,comercio, Balanza del comercio de España con nuestras Américas y las potencias extranjeras en el año ... [Texto impreso]
678,comercio," Por El Capitan Marcos de Llano, y consortes Armadores, vezinos de Bilbao, y Portugalete. Con Manuel Diaz Sanchez, vezino que dize ser de Ruan de Francia. Sobre ciento y veinte sacas de lana que se apressaron en el nauio Sanmiguel, Maestre Iuan Terin, nauegando desde Bayona de Francia, a Duna en Inglaterra"
679,comercio," La enseñanza comercial en la Argentina [Texto impreso] : (colección de leyes, decretos y reglamentos, concordancias y comentarios)"
680,comercio," Por Miguel de Neue, vezino y natural de la ciudad de Seuilla. Con el señor Fiscal. Sobre Si ay grado de segunda suplicacion : pretende el señor Fiscal, que no ha lugar el grado de segunda suplicacion ... porque el pleyto no se empeçò en la Real Audiencia de Panamà, como se requiere, para que aya grado ... Mas antes empeçò ante el juez mayor de bienes de difuntos, que le remitio a la Audiencia por su ausencia"
681,comercio," Real Cedula de S. M. y Señores del Consejo en que se autoriza a la Real Compañía de Filipinas para poner en circulacion trece mil y trescientos Vales de á trescientos pesos cada uno, los quales deberán correr al quatro por ciento como los Vales Reales y los del Canal de Aragon y recogerse por la Compañía, con arreglo al Plan inserto, en el término de diez años y á los plazos especificados"
682,comercio," Excmo. Señor, con motivo de haber arribado al Puerto de Cartagena en los dias diez y quince de octubre proximo pasado una fragata y galeota propias del Emperador de Marruecos, y puestoselas en quarentena por el magistrado de Sanidad de dicho puerto por no traer el seguro de salud ... deseando S.M. dar en esto general regla fija, que escuse toda duda, perjuicio y motivo de queja, se ha servido declarar se impongan diez dias de quarentena à todos los bajeles de las dos Coronas"
683,comercio," El Rey, por quanatouiendose [sic] prohibido por diferentes cedulas, y ordenanças el comercio, y contratacion de los Reynos, y Prouincias de las Indias a los Estrangeros de estos Reynos, y dadose la forma conueniente con que han de comerciar, y tratar en las Indias los naturales de ellas"
684,industria, Apuntes de industrias textiles
685,industria," Representación que las maestras, oficialas y demás empleadas de la fábrica de tabacos de esta ciudad, dirigen al supremo gobierno pidiendo no se adopte el proyecto de elaborar los puros y cigarros por medio de una máquina [Texto impreso]"
686,industria," Real Cedula expedida en San Ildefonso en 19 de Agosto de 1766, en que S.M. declara los Privilegios, y esenciones que deben gozar los Fabricantes de Salitres, y Dependientes de estas Fabricas en el Reyno"
687,industria," Dn. Joseph Bernardino de Xarabeitia, caballero del Orden de Santiago, brigadier de los Exércitos de su Magestad, Teniente del Rey de esta Plaza, y como tal Corregidor Interino de esta Ciudad, y su Partido. Insiguiendo lo acordado por el Muy Ilustre Ayuntamiento en treynta y uno de Octubre proxîmo pasado en cumplimiento de la Orden, que se le ha comunicado de S. Exca. y Real Acuerdo de quinze del mismo mes: Ordeno y mando: I. que no se venda, baxo pena de tres libras, la mas minima porcion de carbón sin cribar"
688,industria," Molino õ Lagar para exprimir, las manzanas [Material gráfico]"
689,industria," Censo agrícola [Texto impreso] : fincas azucareras, año 1881"
690,industria," Resolucion de la Reyna Madre nuestra Señora, Governadora de estos reynos, comunicada por el Señor Conde de Valdeparayso à la Direccion general de Rentas, en aviso de trece de septiembre de mil setecientos cincuenta y nueve, prohibiendo la introduccion de toda clase de texidos, y manufacturas de dominios extrangeros, con plata, y oro falso; y declarando los obrages de desta clase, que se han de permitir fabricar, y comerciar en el Reyno, y los de que ha de quedar prohibida su fabrica, y comercio"
691,industria," Catálogo de los productos de la industria española, por el orden que han llegado para la exposición pública de este año de 1850 [Texto impreso] : con la indicación de los pueblos donde han sido elaborados, sus precios al pié de fábrica y nombre de los fabricantes"
692,industria," Don Joseph de Contamina ... Intendente General de la Justicia, Policia, Guerra, y Hacienda de este Exercito, y Principado de Cathaluña, y de su Marina, y Juez subdelegado de todas Rentas Reales, Generales, y demàs Ramos à ellas unidas, &amp;c. Por quanto he recibido por la via de los señores Directores de Rentas Generales, y Aduanas del Reyno, una Real Resolucion de su Magestad, en que se ha servido declarar, que no se admitan en las Aduanas de estos Reynos, Telas con Plata, y Oro falso, cuya Real Resolucion, es del thenor siguiente"
693,industria, Gobierno general de la isla de Puerto-Rico : comunicación dirijida al Excmo. Sr. Ministro de Ultramar sobre ausilios que podrían concederse por el Gobierno de S.M. para favorecer el establecimiento de factorías centrales
694,industria, El Cortador : periódico semanal : órgano consultor y defensor de los cortadores de carnes frescas y saladas de España
695,industria, La industria hullera española y el abastecimiento de la Escuadra [Texto impreso] Extracto de una parte del libro Los carbones nacionales y la Marina de Guerra
696,industria, Crónica poligráfica [Texto impreso] : revista para las artes gráficas
697,industria," Reales Cedulas expedidas por Junta General de Comercio y Moneda en 18 de noviembre de 1779, 8 de mayo de 1781 y 11 de mayo de 1783 en favor de las Fábricas de paños y demás tegidos de lana del Reyno"
698,industria, El manzano de sidra y la sidrería [Texto impreso]
699,industria," Apéndice a la Memoria sobre el tabaco de Filipinas, su producción, elaboración y distribución [Texto impreso]"
700,industria, Historia de la industria química
701,industria, Artes gráficas : publicación mensual
702,industria, El problema del petróleo en España
703,industria," Estudio sobre la Exposicion Vinícola Nacional de 1877 [Texto impreso] : publicado en cumplimiento del Real Decreto de 15 de septiembre de 1876, siendo ministro de Fomento el Excmo. Sr. Conde de Toreno"
704,Comunicaciones," Nuevo estilo y formulario de escrivir cartas missivas, y responder a ellas en todos generos, y especies de correspondencia ... [Texto impreso] ; añadida nuevamente la Guia de Caminos ... de España, y para ir à Roma"
705,Comunicaciones," Puerto Principe (Cuba, Provincia) Comunicaciones 1884"
706,Comunicaciones, Vizcaya Comunicaciones 19­-
707,Comunicaciones," La Legión, enlaces y transmisiones [Texto impreso] : alfabeto reglamentario para banderas semafóricas"
708,Comunicaciones, Madrid (Provincia) Comunicaciónes 1926
709,Comunicaciones, Itinerarios Topográficos de las principales comunicaciones de la Capitanía General de Cataluña [Texto impreso]
710,Comunicaciones," Santa Clara (Cuba, Provincia) Comunicaciones 1884"
711,Comunicaciones, Mapa de las vias de comunicacion
712,Comunicaciones," Sin embargo de lo determinado por el Superior Gobierno en Decreto de 6 de Abril de 1778, que comunicó á Vm. esta Direccion general en Circular de 12 del siguiente Mayo, ha resuelto el Exmô. Señor Virey Don Manuel Antonio Florez ... que los Administradores de Aduanas de este Reyno no deben publicar Bando alguno en sus respectivos Distrito sin consultar previamente á esta propia Direccion general"
713,Comunicaciones," Reglamento General expedido por su Magestad en 23 de Abril de 1720 para la Direccion y Govierno de los oficios de Correo Mayor y Postas de España en los viages que se hizieren; y exempciones, que han de gozar, y les estan concedidas à todos los dependientes de ellos"
714,Comunicaciones, Andalucía Comunicaciones 1928-1936
715,Comunicaciones, Gran Canaria (Isla) Cartas náuticas 1895
716,Comunicaciones, España Comunicaciones 1861
717,Comunicaciones," Apuntes de Comunicaciones Militares [Texto impreso] : Automóviles.- Globos, Aviación"
718,Comunicaciones, España Comunicaciones 189-
719,Comunicaciones, La Coruña (Provincia) Comunicaciones 1865
720,Comunicaciones, Legislación de comunicaciones [Texto impreso]
721,Comunicaciones, Andalucía. O. Comunicaciones 1881
722,Comunicaciones, Las transmisiones en Marruecos en el año 1925 [Texto impreso]
723,Comunicaciones, [Itinerarios topográficos de las principales comunicaciones de las Capitanías Generales de España]
724,Correo, La venta por correspondencia [Texto impreso]
725,Correo," Vindicacion del honor de los empleados en rentas, y contestacion á la carta inserta en el Exácto Correo de La Coruña de 12 de mayo de 1812"
726,Correo, Demostración de cómo viene cumpliendo la Compañía Trasatlántica el contrato de servicios postales marítimos [Texto impreso]
727,Correo," Correo general de España [Texto impreso] : y noticias importantes de agricultura, artes, manufacturas, comercio, industria, y ciencias, &amp;c"
728,Correo," Reglas que en execución del Art. 12. del Tit. 1. Trat. 4. de la Real Ordenanza del Correo maritimo expedida en 26 de Enero de 1777 quiere S.M. se observen en la conducion de Cartas y Pliegos por las embarcaciones de la Real Armada, del Comercio, y de cualesquiera especie ó clase que sean, desde los puertos de estos reynos á los de América y sus Islas, de unos á otros allí, y de aquellos á estos"
729,Correo, Nomenclátor de las entidades de poblacion que reciben su correspondencia por las estafetas ambulantes del ferrocarril de Santander á Cabezon de la Sal de Oviedo á Infiesto y por la conduccion de Cabezón de la Sal á Infiesto [Texto impreso]
730,Correo, Paso a la ciencia [Texto impreso] : artículos de fondo
731,Correo," Real cedula de S.M. y señores del Consejo, por la qual se declaran esentos del sortéo para el reemplazo del Exercito todos los dependientes del Correo Maritimo, que sirvieren con titulo, ò nombramiento, ò con sueldo continuo, y los marineros, y demás individuos no matriculados, ni esentos por otro titulo que sirvieren sin él en dichos Correos Maritimos, con lo demás que contiene"
732,Correo," Refutación de los cargos que hace el informe de la Comisión del Banco de Fomento y Ultramar acerca de correos marítimos, en lo que concierne a Don Manuel de Villota y Lavín [Texto impreso]"
733,Correo," La crisis del Partido Carlista : confidencias y documentos de excepcional interés para los jaimistas, dados a conocer en defensa propia"
734,Correo," Vandos publicados a consequencia de reales ordenes, y cedulas de su Magestad, por mandado de los Excmos. Señores Marqués de Cruillas, y D. Antonio Maria Bucareli y Ursua, Virreyes de esta nueva España, sobre el establecimiento del correo maritimo de España, su salida de esta capital, y Veracruz, incorporacion de los de este reyno, franquicia de pliegos, y correos extraordinarios de a pie y de a caballo"
735,Correo," D. Joachin Monserrat ... Marqués de Cruíllas ... Gentil-Hombre de la Camara de su Magestad, con exercicio; Theniente General de los Reales Exercitos ... Virrey, Gobernador, y Capitàn Generàl del Reyno de Nueva-España ... Haviendo resuelto el Rey ... que Mensualmente salga una Balandra de Correos desde el Puerto de Vera-Cruz, para el de la Habana, con las expediciones de Cajones de Pliegos, y Cartas para España, y demás Dominios de su Magestad ... Hè diapuesto también ... salgan de esta Capital los expressados Cajones de Pliegos para el mencionado Puerto de Vera-Cruz"
736,Correo, Real Ordenanza del correo marítimo expedida por S.M. en 26 de Enero de 1777
737,Correo, El servicio de correos en los ferrocarriles de España : guía del empleado en las estafetas ambulantes
738,Correo," Exposición dirigida a las Cortes del Reino por comerciantes, navieros, industriales, hacendados y otros para obtener un buen servicio de correos marítimos, suprimiendo a la vez los derechos de exportación [Texto impreso]"
739,Correo," Vapores-correos del Marqués de Campo [Texto impreso] : servicio de conducción de la correspondncia entre la península y las Islas Filipinas : decretos, órdenes, pliego de condiciones, etc"
740,Correo, Guía de la Ambulante del Norte [Texto impreso] : Madrid a Irún ; Medina del Campo a Zamora ; Venta de Baños a Santander ;  Palencia a León y Brañuelas ; Zaragoza a Alsásua ; Castejón a Bilbao
741,Correo," D. Martin de Mayorga, Caballero del Orden de Alcantara ... Virrey, Gobernador y Capitan General del Reyno de Nueva España, Presidente de su Real Audiencia ... y Subdelegado General de Correos en el mismo Reyno, &amp;c. Por el ultimo correo maritimo que ha fondeado en el Puerto de Veracruz se sabe, que el que á 25. de Abril del año próxîmo pasado salió de La Hanana, aunque el día 8 de junio arribó al puerto de Muros en Galicia, dió cuenta su capitán de los motivos que tubo en la navegación para haber echado como echó al agua los pliegos de oficio y de particulares que conducía"
742,Correo," Correo curioso, erudito, económico y mercantil de la Ciudad de Santafé de Bogotá [Texto impreso]"
743,Correo," Cartas y poesías dirigidas a don Justino Matute y Gaviria, director del Correo Literario de Sevilla, por diferentes personas [Manuscrito]"
744,filatelia," [Cartas y tarjetas postales] 1869-1877, Medina Sidonia, a Juan Eugenio Hartzenbusch"
745,filatelia, Cartas philatélicas del Doctor Thebussem y de Don Eduardo de Mariátegui[Texto impreso]
746,filatelia, Literatura philatélica en España [Texto impreso] : apuntes para la redacción de un catálogo
747,filatelia, Sellos de correo [Texto impreso] : artículo crítico bibliográfico publicado en el número VII de la Revista de Valencia
748,filatelia, Madrid filatélico [Texto impreso] : revista mensual dedicada a los comerciantes y coleccionistas de sellos de correos
749,filatelia, Catálogo general ilustrado de las estampillas fiscales emitidas en la República Argentina [Texto impreso]
750,filatelia, El Filatélico valenciano [Texto impreso]
751,filatelia, Algo de Philatelia [Texto impreso]
752,filatelia, Almanaque del coleccionista para 1901
753,filatelia, Filatelia - Marruecos
754,filatelia, La filatelia en España : necesidad de su desarrollo y de la transformación de nuestras estampillas
755,filatelia, España y América [Texto impreso] : revista internacional de coleccionismo : órgano oficial de la Sociedad de Cambios Iberia Cultural Filatélica
756,filatelia, Publicidad filatélica [Texto impreso] : la revista de los coleccionistas
757,contabilidad, [Real instrucción de S.M. la Reina para facilitar la ejecución del Real Decreto de 6 de marzo de 1855 sobre el modo de llevar la contabilidad de las provincias de Ultramar] [Texto impreso]
758,contabilidad," Nuevo tesoro ó Manantial de riqueza [Texto impreso] : que se descubre en el modo de abrir y llevar los libros en la cuenta y razon por Partida Doble, para todos los ramos de administracion y recaudacion dependiente del gobierno del Rey"
759,contabilidad, Contabilidad de la industria eléctrica
760,contabilidad, Libro y razón de lo que es debido a don Dionisio de Pelleport a principios de 1780 hasta 1792
761,contabilidad," Informe pasado al Ministerio de Hacienda acompañando 12 cuadros de liquidaciones pertenecientes a 1867, el estado demostrativo (Letra A) del ingreso e inversión, y el estado particular (Letra B) del tiempo que ha administrado la hacienda el gobierno provisional [Texto impreso]"
762,contabilidad, Proyecto de ley sobre arreglo de la Contaduría Mayor [Texto impreso]
763,contabilidad, Apéndice al Manual teórico-práctico de detall y contabilidad de los cuerpos del Ejército [Texto impreso] : comprende lo legislado hasta fin de diciembre de 1888
764,contabilidad, Promptuario para formar ajustamientos en la Contaduria Principal de Marina [Texto impreso]
765,contabilidad," Contabilidad, teneduría de libros y administración comercial"
