,Title,Author,Call_Number,Year,Type,Subject
2," Laberinto de casados : diario pasado y presente de gastos para mantener una casa en Madrid, vengan ó no los años favorables ó adversos, porque lo mismo de ahora se oye en todos los tiempos","Cornejo, Jacobo",VE/397/8,1792,Monographs,Economía doméstica
3," Método de economizar el combustible en nuestras casas, ó descripcion de dos cocinas económicas, aplicadas á los usos que hay en España de componer las comidas : todo ello fundado en las mismas teorías físicas de que se sirvió el Conde de Rumford para la invencion de las cocinas públicas y particulares establecidas en Munich, Lóndres, etc","Rodríguez, Julián Antonio",1/44236,1804,Monographs,Economía doméstica
4," Manual de sanidad y de economía doméstica ó Exposición de los descubrimientos modernos, entre los cuales se hallará principalmente el modo de evitar los malos efectos del tufo, purificar el ayre y las aguas corrompidas, sanear parte de los alimentos maleados, &amp;c. ; con observaciones, investigaciones y métodos útiles á toda clase de personas",Gómez de Fuentenebro y Compañía impresor,R/41452,1807,Monographs,Economía doméstica
5," Secretos pertenecientes á distintos ártes y oficios, modo de fabricar licores como en Francia, y medios para conocer la buena calidad de los ingredientes y drogas que se emplean en el arte de tintura ... [Texto impreso]","Giménez y Fornesa, José Antonio",1/4610,1828,Monographs,Economía doméstica
6, La casa por dentro ó El manual de casadas [Texto impreso],"Pariset, Madame",1/40345,1830,Monographs,Economía doméstica
7," Manual de economía doméstica, ó sea Coleccion de operaciones sobre el arte de reposteria y alteraciones de los alimentos : sobre los vinos, vinagres ... sobre el arte de hacer mas sanas las habitaciones &amp;c. &amp;c. [Texto impreso]",Imprenta de Polo y Monge Hermanos (Zaragoza) imp.,1/39432,1830,Monographs,Economía doméstica
8," Tratado de las riquezas de bellas artes y oficios, prosperidad de la salud y método de prolongar la vida : con otros conocimientos útiles, entre ellos, los convenientes a la preservación de contagios y cólera morbo, etc. : subdividido en seis tratados","Pulido, Alberto José",1/39439,1834,Monographs,Economía doméstica
9, Manual de la criada económica y de las madres de familias que desean enseñar a sus hijas lo necesario para el gobierno de su casa [Texto impreso],NA,R/41678,1836,Monographs,Economía doméstica
10," La contabilidad doméstica, considerada en sus relaciones económicas, políticas y morales [Texto impreso]",J. L. S.,1/39740,1843,Monographs,Economía doméstica
11," Mil doscientos secretos, ó Tesoro de la salud, limpieza, tocador, economía doméstica, rural é industrial : con procedimientos, recetas y remedios útiles, nuevos y probados","Ronquillo, José Oriol 1806-1876 autor",DL/2556029,1844,Monographs,Economía doméstica
12," Manual popular o Arte de cocina y medicina doméstica : seguido del arte de trinchar y servir una mesa, recetario para hacer las medicinas y aplicarlas",NA,DL/2375648,1846,Monographs,Economía doméstica
13, Manual de economía doméstica y de curiosidades artísticas [Texto impreso],"Bartmański, Tomasz Franciszek 1797-1880",9/258151,1848,Monographs,Economía doméstica
14, Guía práctica de las familias [Texto impreso] : obra popular destinada a fomentar los intereses domésticos e indispensable a todas las clases,NA,1/70124,1850,Monographs,Economía doméstica
15, Nuevo manual de la buena ama de gobierno [Texto impreso],NA,VC/4903/67,1852,Monographs,Economía doméstica
16," Nuevo cajón de sastre; o sea, almacén de curiosidades, secretos de artes y oficios, de economía doméstica, de agricultura, de medicina, recreaciones químicas, juegos de manos, fuegos artificiales, etc., etc., etc. [Texto impreso]",P. D. A. N.,9/246133,1853,Monographs,Economía doméstica
17, Nociones de higiene doméstica y gobierno de la casa [Texto impreso],"Monlau, Pedro Felipe 1808-1871",1/17775,1860,Monographs,Economía doméstica
18, Compendio de moral y economia doméstica aplicado a las niñas,"Chaple, Juan Francisco n.1802",VC/2472/5,1861,Monographs,Economía doméstica
19, Lecciones de economía doméstica para las madres de familia [Texto impreso],"Pascual de Sanjuán, Pilar 1827-1899",2/3415,1865,Monographs,Economía doméstica
20," Diccionario doméstico [Texto impreso] : tesoro de las familias o repertorio universal de conocimientos útiles : contiene más de 4.000 fórmulas, preceptos o recetas de fácil ejecución","Cortés y Morales, Balbino 1807-1889",2/67401,1866,Monographs,Economía doméstica
21, Nociones de higiene doméstica y gobierno de la casa [Texto impreso] : para uso de las escuelas de primera enseñanza de niñas y colegios de señoritas,"Monlau, Pedro Felipe 1808-1871",R.MICRO/38121,1867,Monographs,Economía doméstica
22, Nociones de Higiene doméstica y gobierno de la casa [Texto impreso] : para uso de las escuelas de primera enseñanza de niñas y colegios de señoritas,"Monlau, Pedro Felipe 1808-1871",3/6987,1867,Monographs,Economía doméstica
23, Guía de la mujer ó lecciones de economía doméstica para las madres de familia [Texto impreso],"Pascual de Sanjuán, Pilar 1827-1899",1/3603,1870,Monographs,Economía doméstica
24," Novísimo arte práctico de cocina perfeccionada, repostería y arte de trinchar [Texto impreso] : contiene además un tratado para la fabricación de licores","Giménez y Fornesa, José Antonio",12/250109,1871,Monographs,Economía doméstica
25, Guía de las familias [Texto impreso] : manual de economía doméstica,"Belere, M. G.",1/79030(1),1876,Monographs,Economía doméstica
26," Manual para todas las artes, que contiene lo más importante a la agricultura, ganadería, jardinería, botánica, albañilería, carpintería, pintura ... [Texto impreso]",P. R. y S.,1/1159,1876,Monographs,Economía doméstica
27," Guía de la mujer o Lecciones de economía doméstica para las madres de familia [Texto impreso] : adicionada con dos apéndices y un suplemento, que trata de la conservación y confección de sustancias alimenticias, de distintas fórmulas y de la confección de labores y bordados usuales y de novedad","Pascual de Sanjuán, Pilar 1827-1899",1/45001,1881,Monographs,Economía doméstica
28," Mil doscientos secretos : contiene procedimientos, recetas y remedios ... secretos raros","Ronquillo, José Oriol 1806-1876 autor",AHM/239415,1882,Monographs,Economía doméstica
29, Programa de higiene y economía doméstica para uso de las niñas,"Fernández y Sánchez, Ildefonso 1843-1913",AHMO/661528,1882,Monographs,Economía doméstica
30," Nociones de higiene y economía doméstica, para el uso de las escuelas de niñas [Texto impreso]","Valdés Rodríguez, Manuel",HA/15111,1883,Monographs,Economía doméstica
31, Cartilla de higiene y economía doméstica para uso de las escuelas de niñas,"Monreal de Lozano, Luciana Casilda 1850-ca. 1906",1/273,1884,Monographs,Economía doméstica
32," Mil doscientos secretos : contiene procedimientos, recetas y remedios útiles, nuevos y privados, economía doméstica, rural é industrial …","Ronquillo, José Oriol 1806-1876 autor",1/3199,1888,Monographs,Economía doméstica
33, Compendio de moral y economía doméstica aplicado a los niñas [Texto impreso],"Chaple, Juan Francisco n.1802",HA/15001,1890,Monographs,Economía doméstica
34, Mil doscientos secretos,"Ronquillo, José Oriol 1806-1876",1/83758,1892,Monographs,Economía doméstica
35, Resumen de higiene y economía doméstica or Mariana Álvarez B. Carretero,"Álvarez Bollo Carretero, Mariana n. 1866",2/34653,1895,Monographs,Economía doméstica
36, Nociones de higiene y economía doméstica,"Santiago Fuentes, Magdalena de 1873-1922",2/40278,1896,Monographs,Economía doméstica
37, Nociones de higiene doméstica y gobierno de la casa [Texto impreso] para uso de las escuelas de Primera Enseñanza de niñas y colegios de señoritas,"Monlau, Pedro Felipe 1808-1871",1/31663,1897,Monographs,Economía doméstica
38, Mil doscientos secretos,"Ronquillo, José Oriol 1806-1876",2/42530,1898,Monographs,Economía doméstica
39, Guía del ama de casa en la granja [Texto impreso] : tratado de economía doméstica,"Sobregrau, Pedro C. de",1/13782,1899,Monographs,Economía doméstica
40," Diccionario de la vida práctica indispensable en el campo y en la ciudad [Texto impreso] : contiene noticias, preceptos y recetas de fácil ejecución sobre economía doméstica ... ilustrado con numerosos grabados","Sánchez y Rubio, Eduardo",1/70501,1899,Monographs,Economía doméstica
41," El cocinero práctico [Texto impreso] : nuevo tratado de cocina, repostería y pastelería, con interesantes artículos de economía doméstica y horticultura",El cocinero práctico,7/1191,1899,Monographs,Economía doméstica
42, Tratado de higiene y economía doméstica [Texto impreso],"Calleja, Saturnino 1853-1915",DGMICRO/66997,1901,Monographs,Economía doméstica
43," La Mujer en su casa [Texto impreso] : revista mensual de labores, economía doméstica y modas",NA,D/1083,1902,Newspapers/Magazines,Economía doméstica
44, Las hijas bien educadas [Texto impreso] : guía práctica para uso de las hijas de familia,"Ossorio y Gallardo, María Atocha 1876-1938",1/246622,1906,Monographs,Economía doméstica
45, La mujer en el hogar : (economía doméstica) : guía de la buena dueña de casa,"Burgos, Carmen de 1867-1932",1/56780,1909,Monographs,Economía doméstica
46, El Hogar y la moda,NA,D/1161,1909,Newspapers/Magazines,Economía doméstica
47, Guía de la mujer en el siglo actual o Lecciones de economía doméstica para las madres de familia,"Pascual de Sanjuán, Pilar 1827-1899",1/54359,1909,Monographs,Economía doméstica
48, Vademécum femenino,"Burgos, Carmen de 1867-1932",1/75223,1915,Monographs,Economía doméstica
49," La mujer en el hogar [Texto impreso] : relaciones familiares, el modo de conducirse con la familia y en la intimidad, bondad, encanto, distinción",NA,1/231978,1918,Monographs,Economía doméstica
50, La mujer en el hogar [Texto impreso] : (Economia doméstica). Guia de la buena dueña de casa,"Burgos, Carmen de 1867-1932",1/75235,1918,Monographs,Economía doméstica
51, La ciencia del gobierno doméstico [Texto impreso],"Sylvain, Adrien 1826-1914",12/585117,1923,Monographs,Economía doméstica
52, Recetario doméstico : enciclopedia de las familias en la ciudad y en el campo : colección de 6690 recetas para todas las necesidades de la vida,"Ghersi, Italo 1862-1925 autor",1/66371,1925,Monographs,Economía doméstica
53, El libro de la campesina [Texto impreso] : economía doméstica rural,"Bussard, Odette 1876-1951",AHM/850339,1928,Monographs,Economía doméstica
54, La vida y la casa [Texto impreso] : conocimientos aplicados,NA,3/106017,1929,Monographs,Economía doméstica
0," Tratado legal, y politico de caminos publicos, y possadas, dividido en dos partes [Texto impreso] : la una, en que se habla de los caminos, y la otra, de las possadas ; y como anexo, de los Correos y Postas, assi pùblicas, como privadas, donde se incluye el Reglamento general de aquellas, expedido en 23 de abril de 1720","Fernández de Mesa, Tomás Manuel",2/26998,1755,Monographs,Hostelería
1, [Interior y fachada de una posada] [Material gráfico],"Ricarte, Hipólito fl. 1750-1794","2/26998 (PARTE II, P. 86)",1756,"Drawings, Posters, Photos",Hostelería
2," Economia de pretendientes : dialogo entre económico y gloton : verdadera instruccion, que contiene reglas utilisimas para que vivan bien, coman con poco dinero, sean estimados, logren sus pretensiones pronto y tengan robusta salud y buena nota","Torre y Leyva, Ángel María de la",2/57029(4),1774,Monographs,Hostelería
3," Hostelería : E. Media, Renacimiento y Contrarreforma [notas]","Giménez Caballero, Ernesto 1899-1988",ARCH.GC/66/25,1923,Manuscripts and Personal Archives,Hostelería
4, La Voz del camarero español [Texto impreso],La Voz del camarero español,D/1554,1928,Newspapers/Magazines,Hostelería
0," Joh. Rud. Glauberi Annotationes in Nuper editam Continuationem Miraculi Mundi, Secreta ibidem contenta, Aurumque Porabile Verum, cuius simul mentio ibidem facta est, explicantes &amp; defendentes : cum Brevi admonitione seu significatione incognitarum quidem, sed omnibus hominibus utilissimarum inventionum &amp; secretorum, quae in ipsius Laboratorio publicè &amp; privatim demonstrabuntur : Invidorum Vervecum, Ignorantium Asinorum, &amp; Impudentum Calumniatorum ora impudica obturandi causa ab Authore in lucem editae","Glauber, Johann Rudolph autor",R/(5),1659,Monographs,química
1," Appendix quintae partis prosperitatis germaniae : Emolumenti universam patriam concernentis causâ, dilucidè &amp; perpicuè declarans &amp; revelans, quo pacto Tria in dictâ Quintâ Parte promissa Arcana, cum fructu effectui danda sint : cum adjuncta Explicatione nonnullorum locorum obscuriorum, quae in Prosperitatis Germaniae Tertiâ, ac Quartâ Parte, ut &amp; Primâ Centuriâ minus perspicuè tradita sunt : causa Deum honorandi, Bonum augendi, Malum reprimendi, in Lucem missum Opusculum","Glauber, Johann Rudolph autor",2/64672(6),1660,Monographs,química
2," Prosperitatis Germaniae : quinta pars Dilucidè, &amp; solidè demonstrans, ac quasi digitis ostendens, quid Alchymia sit, &amp; quid eius adjumento commodi passim, &amp; plaerisque in locis Germaniae acquiri possit : in Dei omnium bonorum datoris praecipuè, cunctorumque Patriae Magnatum honorem atque his ipsis debita pietate &amp; obedentia subjectorum Incolarum salutem, emolumentum, &amp; contra hostes extrancos auxilium, conscripta, &amp; in lucem edita, studio &amp; opera","Glauber, Johann Rudolph autor",2/64672(5),1660,Monographs,química
3, Arte separatoria que trata de muchos experimentos importantes a la salud y a otras materias tocantes a la comodidad pública [Manuscrito],"Santiago, Diego de",MSS.MICRO/17697,1701,Manuscripts and Personal Archives,química
4, Cuaderno de química : extracto tomado de los nuevos elementos de química aplicada a la Medicina y a las Artes,"Álvarez, Francisco fl. 1778",MSS.MICRO/20957,1701,Manuscripts and Personal Archives,química
5," Cartilla pharmaceutica chimico-galenica [Texto impreso] : en la qual se trata de las diez consideraciones, de los Canones de Mesue, y algunas definiciones chimicas, para utilidad de la juventud","Viñaburu, Pedro de",R/34897,1729,Monographs,química
6," Funcion publica de abertura de las catedras de Botanica y quimica, que celebró la Real Sociedad Aragonesa el dia 18 de Abril del corriente año ... [Texto impreso]","Miedes, Mariano imp.",2/52222(7),1751,Monographs,química
7," Secretos de artes liberales y mecanicas, recopilados y traducidos de varios y selectos autores que tratan de phisica, pintura, arquitectura, optica, chimica, doradura y charoles con otras varias curiosidades ingeniosas","Montón, Bernardo",R/41763,1753,Monographs,química
8," Secretos de artes liberales y mecanicas, recopilados y traducidos de varios y selectos autores que tratan de phisica, pintura, arquitectura, optica, chimica, doradura y charoles con otras varias curiosidades ingeniosas","Montón, Bernardo",3/81523,1753,Monographs,química
9," Memorias, que de orden de la Real Junta General de Comercio, y Moneda, se dàn al público, sobre el albayalde, sal de Saturno, Genuli, Minio, y Lithargirio, preparaciones, e ingredientes de mucho uso en varias Artes, y Manufacturas, y que por medio de algunas Operaciones Chymicas se sacan del Plomo","Canals y Martí, Juan Pablo 1730-1786",VE/414/6,1769,Monographs,química
10, Método de fabricar los acidos minerales [Texto impreso],"Gutiérrez Bueno, Pedro 1743-1822",VE/522/31,1775,Monographs,química
11, Método de fábricar los ácidos minerales [Texto impreso],"Gutiérrez Bueno, Pedro 1743-1822",VE/522/25,1775,Monographs,química
12," Cartilla pharmaceutica chimico-galenica en la qual se trata de las diez consideraciones de los Canones de Mesue, y algunas definiciones chimicas, para utilidad de la juventud","Viñaburu, Pedro de",R/42871,1778,Monographs,química
13," Segunda edicion de la carta que se anunció en la Gazeta de Barcelona del 24 febrero 1787, escrita à la Real Academia de Ciencias Naturales y Artes de la misma ciudad, sobre la necesidad de emendar los errores fisicos, chimicos, y matematicos de la obra de Feijoo : à que se añade la respuesta de la Academia : piezas copiadas fielmente de sus originales por un amigo del autor de aquella Carta","Foronda, Valentín de 1751-1821",VE/333/31,1787,Monographs,química
14," Exercicio publico de Quimica que tendran en el Real Laboratorio de esta Corte don Pascual Arbuxech, Don Mariano Martinez Galinsoga, Don Josef Garriga, Don Francisco Campuzano baxo la direccion de D. Pedro Gutierrez Bueno ... el dia 10 de Julio á las seis de la tarde","Gutiérrez Bueno, Pedro 1743-1822",VE/410/23,1788,Monographs,química
15," Lecciones de quimica teórica y práctica : dispuestas por un nuevo método y con arreglo á los descubrimientos modernos, para servir á los cursos públicos de la Academia de Dijon","Guyton de Morveau, Louis Bernard 1737-1816",VE/359/13,1788,Monographs,química
16, Elementos de química teórica y práctica : puestos en un nuevo orden despues de los mas modernos descubrimientos,"Guyton de Morveau, Louis Bernard 1737-1816",VE/363/42,1788,Monographs,química
17, Elementos de quimica theorica,"Macquer, Pierre Joseph",R/37292,1788,Monographs,química
18, Elementos de quimica teorica y practica [Texto impreso] : puestos en un nuevo orden despues de los mas modernos descubrimientos,"Guyton de Morveau, Louis Bernard 1737-1816",3/49369,1788,Monographs,química
19, Método de la nueva nomenclatura química [Texto impreso],"Guyton de Morveau, Louis Bernard 1737-1816",2/52007,1788,Monographs,química
20," Examen de Matematicas, Fortificacion militar, Fisica general y Chimia : que ha de tener el seminarista don Ignacio Maria Porcel y Aguirre, cadete de reales guardias españolas en los exámenes generales del R.S.P.B. en los dias 15 y 16 de Julio, y en las Juntas Generales de la R.S.B. en Bilbao, dia 2 de agosto a las diez de la mañana",Real Seminario de Vergara,VE/409/5,1790,Monographs,química
21," Anales del Real Laboratorio de Química de Segovia, ó Colección de memorias sobre las artes, la artillería, la historia natural de España y América, la docimástica de sus minas, &amp;c. : tomo I","Proust, Joseph Louis 1754-1826",3/82759,1791,Monographs,química
22," Discurso que en la abertura del laboratorio de chîmia del Real Cuerpo de Artillería, establecido en Segovia","Proust, Joseph Louis 1754-1826",R/38199(3),1792,Monographs,química
23, Elementos de química [Texto impreso],"Chaptal, Jean-Antoine 1756-1832",3/50256,1793,Monographs,química
24, Elementos de Historia natural y de Química [Texto impreso],"Fourcroy, Antoine-François 1755-1809",3/48824,1793,Monographs,química
25," Memoria fisico-economica sobre el mejoramiento de los lienzos en Galicia, por todos los medios conocidos : escrita al asunto del problema propuesto por el Real Consulado de La Coruña","Cónsul Jove i Tineo, Francisco",VC/129/20,1794,Monographs,química
26, Nomenclatura química,"Gutiérrez Bueno, Pedro 1743-1822",2/21785,1801,Monographs,química
27, Suplemento á la traduccion castellana de los elementos de Química de J.A. Chaptal del Instituto Nacional de la República Francesa,"Chaptal, Jean-Antoine 1756-1832",1/39692,1801,Monographs,química
28, Curso de Química [Texto impreso] : dividido en lecciones para la enseñanza del Real Colegio de S. Cárlos,"Gutiérrez Bueno, Pedro 1743-1822",2/32362,1802,Monographs,química
29, Practica del curso de quimica dividido en lecciones para la enseñanza del Real Colegio de S. Carlos [Texto impreso],"Gutiérrez Bueno, Pedro 1743-1822",5/2059,1803,Monographs,química
30," Observaciones sobre el galvanismo, segun se hallan en el curso de la práctica quimica [Texto impreso]","Gutiérrez Bueno, Pedro 1743-1822",VC/129/27,1803,Monographs,química
31, Método práctico de estañar las vasijas de cocina y advertencias á los alfareros sobre los vidriados saludables conforme á la práctica del curso de química,"Gutiérrez Bueno, Pedro 1743-1822",1/43709,1803,Monographs,química
32," Discurso sobre la union de la química y de la farmacia : leido en la Sociedad libre de los farmacéuticos de Paris el dia 16 de Nivose, año V de la República francesa (5 de enero de 1797) por el C. Fourcroy, Doctor en Medicina, y Catedrático de Química, con motivo de haber sido admitido en aquel cuerpo","Fourcroy, Antoine-François 1755-1809",1/12882,1804,Monographs,química
33, Discurso que en la abertura de la escuela gratuita de quimica establecida en la ciudad de Barcelona por la Real Junta de Comercio del Principado de Cataluña [Texto impreso],"Carbonell y Bravo, Francisco 1758-1837",VC/644/6,1805,Monographs,química
34, Tratado del arte de teñir,"Scheffer, Henrik Teofilus",1/40023,1806,Monographs,química
35, Lecciones elementales de química [Texto impreso] : para uso de los principiantes,"Suriá Lozano, Francisco fl. 1798-1828",1/14641,1816,Monographs,química
36," Lecciones elementales de química, teórica y práctica [Texto impreso] : para servir de base a el curso de las Ciencias Fisico-Químicas, establecido en el Real Palacio bajo la direccion de S.A. Serma. el Infante D. Antonio : tomo I","Suriá Lozano, Francisco fl. 1798-1828",5/5375,1816,Monographs,química
37," Lecciones elementales de quimica, teórica y práctica, para servir de base á el Curso de las ciencias fisico-quimicas, establecido en el Real Palacio","Suriá Lozano, Francisco fl. 1798-1828 grabador",1/44633,1816,Monographs,química
38, Curso analitico de quimica [Texto impreso],"Mojon, Giuseppe",1/41077,1818,Monographs,química
39," Nueva nomenclatura quimica, segun la clasificacion adoptada por Mr. Thenard : obra destinada particularmente a los que se dedican al estudio de la quimica, y a todos los que no estan al corriente de los nombres nuevos","Caventou, Joseph Bienaimé",1/42538,1818,Monographs,química
40," Cartas á Sofía, en prosa y verso, sobre la Física, Química é Historia natural : Tomo I [-IV]","Martin, Louis-Aimé 1781-1847",1/40001,1819,NA,química
41," Elementos de química aplicada a la medicina, farmacia y artes [Texto impreso]","Orfila y Rotger, Mateo 1787-1853",3/8051,1822,Monographs,química
42, Stromata seu varietates sine ordine descriptae valde utiles ac oportunae,NA,MSS/23249,1823,Manuscripts and Personal Archives,química
43, Elementos de farmacia : fundados en los principios de la química moderna,"Carbonell y Bravo, Francisco 1758-1837",1/24601,1824,Monographs,química
44, Nueva doctrina quimica,"Chansarel, Jean",2/874,1826,Monographs,química
45," Recreaciones químicas, ó coleccion de esperiencias curiosas é instructivas [Texto impreso] : á las que se ha añadido un compendio elemental de Química","Herpin, Jean Charles",1/9049,1827,Monographs,química
46, Memoria sobre el uso de los cloruros de oxido de sosa y de cal,"Labarraque, Antoine Germain (1777-1850) autor",VE/714/25,1828,Monographs,química
47, Tratado de la analisis química,"Thenard, Louis Jacques",1/42681,1828,Monographs,química
48," Química aplicada a la tintura y blanqueo de la lana, seda, lino, cáñamo y algodón, y al arte de imprimir ó pintar las telas","Vitalis, J.-B. Jean-Baptiste",1/37575,1829,Monographs,química
49, Compendio elemental de Química aplicada á la Medicina [Texto impreso],"Benito y Lentijo, José 1796-1834 traductor",1/66919,1829,Monographs,química
50," La química enseñada en veinte y seis lecciones : contiene la manifestacion de las teorías de esta ciencia puestas al conocimiento de todos, y en cada leccion esperiencias físicas con su aplicacion á las artes",Viuda de Agustín Roca impresor,1/37490,1830,Monographs,química
51, Manual de química recreativa [Texto impreso],"Abella, Juan Manuel",1/25277,1831,Monographs,química
52, Lecciones de los principios de química [Texto impreso] : que se deben explicar a los alumnos del Real Colegio de Medicina de S. Carlos,"Capdevila, Ramón",1/11290,1831,Monographs,química
53, Nomenclatura química del célebre sueco Berzelius [Texto impreso]  : sacada de la última edición alemana,"Berzelius, Jöns Jakob 1779-1848",VE/787/21,1832,Monographs,química
54," Nuevos elementos de química aplicada a la medicina y a las artes [Texto impreso] : redactado con arreglo a las últimas ediciones de los tratados de Orfila, Thenard, Dumas, &amp; C","Álvarez Alcalá, Francisco",2/27912,1838,Monographs,química
55, Principios elementales de química [Texto impreso],"Rada y Henares, Juan de Dios de la",VC/637/2,1839,Monographs,química
56, Colección de problemas y cuestiones sobre la física y la química [Texto impreso],"Mieg, Juan 1780-1859",1/37652,1840,Monographs,química
57," Lecciones de química elemental : con figuras repartidas por el contexto, explicadas los domingos en la escuela municipal de Ruan. Tomo I","Girardin, Jean Pierre Louis",1/208741,1841,Monographs,química
58, Curso de química elemental e industrial : dedicado a toda clase de personas [Texto impreso],"Payen, Anselme",1/35524,1842,Monographs,química
59," [Extracto de las explicaciones de algebra, aritmética, matemáticas, geometría y química en la Academia de la tres nobles Artes de San Fernando, en los cursos de 1843-1845]","Manzanares, Rafael",MSS/12659,1843,Manuscripts and Personal Archives,química
60," Curso de ciencias físicas, para el uso de los alumnos de filosofía. Tomo II, Química","Bouchardat, Apollinaire 1806-1886",2/82171,1843,Monographs,química
61," Elementos de química aplicada a las artes, a la industria y a la medicina [Texto impreso]","Bouchardat, Apollinaire 1806-1886",1/47935,1843,Monographs,química
62, Curso elemental de química téorico y práctico [Texto impreso],"Kaeppelin, R.",1/43029,1843,Monographs,química
63," Tratado completo de química : considerada como ciencia accesoria al estudio de la medicina, de la farmacia y de la historia natural","Lassaigne, Jean-Louis",1/29268,1844,Monographs,química
64, Tratado de química aplicada a las artes y a las funciones peculiares del artillero [Texto impreso],"Fraxno y Palacio, Claudio del",2/26108,1844,Monographs,química
65, Manual de química Inorgánica ... [Texto impreso],"Arbós y Tor, Jaime 1824-1882",1/25297,1845,Monographs,química
66," Elementos de química con sus principales aplicaciones a la medicina, a las artes y a la industria [Texto impreso]","Bouchardat, Apollinaire 1806-1886",1/28978,1845,Monographs,química
67, Tratado de Química [Texto impreso],"Berzelius, Jöns Jakob 1779-1848",1/29546,1845,Monographs,química
68, Nociones elementales de química [Texto impreso] : acomodadas a los alumnos del segundo año de Filosofía,"Santos de Castro, Fernando",2/38121,1845,Monographs,química
69, Química orgánica aplicada a la fisiología animal y a la patología,"Liebig, Justus von 1803-1873",2/55381,1845,Monographs,química
70, Nociones elementales de química : obra destinada para que sirva de texto a los alumnos del quinto año de Filosofía [Texto impreso],"Montells y Nadal, Francisco de Paula",1/72876,1846,Monographs,química
71, Semanario químico-artístico,"Martínez, Luciano 1803-1867",1/35219,1847,Monographs,química
72, Programa para la clase de fisica esperimental y elemental de quimica [Texto impreso] : curso de 1847 á 1848,"Rada y Henares, Juan de Dios de la",VC/1738/26,1847,Monographs,química
73, Nociones elementales de química [Texto impreso] : para el uso de los aspirantes al grado de bachiller en filosofía,"Martín y Castro, Florencio",1/44623,1847,Monographs,química
74," Programas y resúmen de las lecciones de elementos de física, nociones de química y nociones de historia natural que el doctor D. Fernando Sánchez y Rivera ... explicará durante el curso escolástico de 1848 a 1849... [Texto impreso]","Sánchez y Rivera, Fernando",1/71488,1848,Monographs,química
75," Curso de química general, arreglado a las esplicaciones del profesor D. Vicente Santiago de Masarnau y comprendiendo todo lo mandado en el plan vigente de estudios [Texto impreso]","Pérez Morales, José María",1/43696,1848,Monographs,química
76," Curso de química general, arreglado a las explicaciones del profesor don Vicente Santiago de Masarnau, y comprendiendo todo lo mandado en el plan vigente de estudios [Texto impreso]","Pérez Morales, José María",4/234489,1848,Monographs,química
77, Curso de química,"Deguin, Nicolás",2/38054,1848,Monographs,química
78, Introducción al estudio de la química [Texto impreso] : o conocimientos preliminares para la mejor inteligencia de esta ciencia,"Río de la Loza, Leopoldo 1807-1876",HA/24440,1849,Monographs,química
79, Nuevo sistema para la estracción del azúcar de la caña y de la remolacha [Texto impreso],"Melsens, Louis-Henri-Frédéric 1814-1886",HA/24428,1849,Monographs,química
80, Compendio de física experimental y algunas nociones de química : dedicado a sus altezas reales de Srma. Sra. Doña María Luisa Fernanda y su Augusto esposo don Antonio María de Orleans,"Montells y Nadal, Francisco de Paula",2/17663,1849,Monographs,química
81, Sinopsis filosófica de la química : obra escrita para facilitar y abreviar el estudio de esta cienciah[Texto impreso],"Mata, Pedro 1811-1877",2/13440,1849,Monographs,química
82, Revista matritense de farmacia práctica y química industrial [Texto impreso],NA,D/5009,1851,Newspapers/Magazines,química
83, Recreaciones químicas y colección de recetas aplicables a la economía doméstica y artes [Texto impreso],"Arratta, Tomás",2/45054,1851,Monographs,química
84, Curso de química industrial,"Roqué y Pagani, Pedro",1/61826,1851,Monographs,química
85, Discurso sobre la importancia filosófica de la química ... [Texto impreso],"Rioz y Pedraja, Manuel 1815-1887",VC/2879/9,1851,Monographs,química
86, Guía del químico práctico o Compendio de análisis química [Texto impreso],"Torres Muñoz de Luna, Ramón 1822-1890",1/71438,1852,Monographs,química
87, Discurso leido por el licenciado Don Vicente Munner y Valls ante la Universidad Central en el solemne acto de recibir la investidura del grado de Doctor en la Facultad de Farmacia [Texto impreso],"Munner y Valls, Vicente",VC/461/73,1853,Monographs,química
88, Curso de física esperimental [sic] y nociones de química,"Montells y Nadal, Francisco de Paula",1/43693,1854,Monographs,química
89, Discurso sobre la utilidad e importancia de la análisis química [Texto impreso] : leído en la Universidad Central,"Juana y Lojo, José Raimundo",2/32547,1855,Monographs,química
90," Tratado de mineralogía, química y geología, aplicado a la construcción y decoración de edificios [Texto impreso]","Chávarri, Juan 1813-1876",1/37551,1855,Monographs,química
91, Programa de un curso elemental de física y nociones de química,"González Valledor y Sanz, Venancio m. 1867",DL/2309336,1856,Monographs,química
92, Discurso leído en la Universidad Central en el acto de recibir la investidura de Doctor [Texto impreso],"Aubán y Bonell, Carlos",VC/493/8,1856,Monographs,química
93, Discurso leído por ... D. Federico Trémols y Borell ... en el acto de recibir la investidura de Doctor [Texto impreso],"Trémols y Borrell, Federico 1831-1900",VC/493/47,1856,Monographs,química
94, La química en sus principales aplicaciones a la agricultura,"Torres Muñoz de Luna, Ramón 1822-1890",1/43407,1856,Monographs,química
95, Lecciones de química general elemental : esplicadas en la Escuela Central de Artes y Manufacturas de París,"Cahours, Auguste",1/75087,1856,Monographs,química
96," Manual de química elemental para los alumnos de la Universidad de farmacia, industriales, mineros, etc. [Texto impreso]","Lenoble, Juan Ciriaco",2/83593,1857,Monographs,química
